name,weight,polyline,polygon,dimensions,history,image,link,entityIds,themes,types
Beach Strip - Confederation Park,-1,"43.264502997719056,-79.77019938157385,43.264405162282344,-79.77040211239176,43.2639776415313,-79.76981617605163,43.261784764593735,-79.76773454606648,43.26111280538963,-79.76718543648894,43.26060694948449,-79.76702412853193,43.25929983464637,-79.76552561573604,43.25690857944518,-79.76284024911473,43.255372914590886,-79.76100725952459,43.25324455068668,-79.75856485904053,43.25178268524913,-79.75664832792539,43.25111468268792,-79.75555993947056,43.250617706086466,-79.75495953602356,43.250031047456716,-79.75429623621788,43.24897870469915,-79.75260909847783,43.24803729956844,-79.75115477480428,43.247409761122924,-79.74992063415574,43.24605480571193,-79.74647224941435,43.245904086668574,-79.74551449531948,43.24540668066015,-79.74419746509197,43.245072800868705,-79.742859575272,43.24499517228782,-79.74268895854036,43.24488982790901,-79.74168561023333,43.24511774036378,-79.73979280651584,43.2452804561809,-79.73833840172927,43.24532277745652,-79.73716751228918,43.24540110828181,-79.73646723888784,43.24559397810161,-79.73644051144008,43.24569386171144,-79.73667216233987,43.24564135428077,-79.73685234414089,43.24558884656196,-79.73703252563791,43.245468970571515,-79.73740672448208,43.24553155530505,-79.73777379850857,43.245620923950824,-79.73804374967519,43.24563223782984,-79.73815416352652,43.24570260321331,-79.73850616440217,43.24569230757955,-79.73887608493798,43.24570899731768,-79.73902887899243,43.24561788152051,-79.73946115788404,43.245538148998186,-79.7398142689933,43.245443655515054,-79.74016187481577,43.245361320491014,-79.7405140128929,43.24526422085491,-79.74086064060548,43.245223562045055,-79.74122833056705,43.24521389827478,-79.7414106277558,43.24529841964799,-79.74169847456548,43.24532709335304,-79.74207009293451,43.24538535657441,-79.74243106170269,43.24549933101306,-79.742771975011,43.24563767168038,-79.74310412131439,43.245436084939435,-79.74350768780037,43.24543273323352,-79.7438144412818,43.2455467000072,-79.74415536286567,43.24558407377723,-79.74427717543583,43.24572004767177,-79.74459705625995,43.24585602068608,-79.74491693852119,43.246050105140526,-79.7452333975811,43.24613854681544,-79.74558399842753,43.246244866781346,-79.74578907092062,43.24629837549618,-79.74586230842377,43.246157464267185,-79.74630448624808,43.24625584755717,-79.74665115577233,43.246376506974066,-79.74698170629665,43.246518252645785,-79.74729701029162,43.246666362138996,-79.74760770641959,43.246793386838014,-79.74793366165524,43.24695933598809,-79.74829189748874,43.2470935165726,-79.74861267368752,43.247172002519754,-79.74897373772617,43.24733005258604,-79.7492772510059,43.24749030335279,-79.74957524192136,43.247639627831184,-79.74984343612793,43.247788389673005,-79.75015778677935,43.247956434909675,-79.75044807885875,43.248134784141676,-79.75072550420708,43.248324432594394,-79.75098882470044,43.2487037347225,-79.75151546547644,43.24886845062708,-79.75180991375532,43.24905311484159,-79.75207946233806,43.24925772011391,-79.7523241163782,43.24943772799858,-79.7525994792237,43.24961778611799,-79.75286760875211,43.24975723336022,-79.75319360357737,43.249925935586276,-79.7534830771396,43.250115247355126,-79.75374682953957,43.250322510761585,-79.75398817253651,43.250509827784626,-79.75425441801208,43.250711584440566,-79.75451078180487,43.25087274201228,-79.75480232412873,43.251056713361415,-79.75507274224005,43.25125464957419,-79.75532573495593,43.25144793357139,-79.75558453961204,43.25149212710883,-79.7556437162407,43.25155171702314,-79.7555693484551,43.25162038582409,-79.75567232078349,43.251516585745456,-79.75580185576644,43.25159435359913,-79.75591848924067,43.2516981573916,-79.75578894953227,43.25172484639456,-79.75582897462523,43.251639217416454,-79.75596679729554,43.25175324606222,-79.75621570814987,43.251950871180014,-79.75646747655117,43.25216663584589,-79.75669188422886,43.252354589009535,-79.75695825113985,43.25256309537722,-79.75719361127699,43.25276555907387,-79.75743809324034,43.252969230781545,-79.75768074411506,43.253235063621744,-79.75798391158877,43.253442910772236,-79.75822841781824,43.25363139660726,-79.75849408448865,43.25369761492616,-79.75857759945002,43.2538141721169,-79.75875036788501,43.25402328062379,-79.75898482041929,43.25422452862814,-79.7592311279082,43.25441429046797,-79.75949477447953,43.25460828326656,-79.7597520388653,43.2548222270855,-79.75997919530042,43.255035564663146,-79.76020726737008,43.25525495101486,-79.76042621531265,43.25546223827542,-79.7606634162719,43.25567315760264,-79.7608951395338,43.2558937475545,-79.7611122738883,43.256046789639846,-79.76132616642013,43.25622231339108,-79.76161519913543,43.25640296213537,-79.76189460846895,43.25661227421839,-79.76212816566405,43.256829771486665,-79.7623486180396,43.257043175502275,-79.76257562504733,43.25726710871617,-79.7627857886037,43.257484035255736,-79.76299853971678,43.25768996543138,-79.76322833434735,43.257901459736814,-79.7634584171761,43.25810867725142,-79.76369643847283,43.25816620099874,-79.76381565278096,43.258293441587504,-79.76397453751288,43.25853109557987,-79.7641560616648,43.258635505305826,-79.76427359208786,43.25873991491406,-79.76439112291132,43.258962330729446,-79.76459782549883,43.259194379848346,-79.76478975738081,43.25939625589942,-79.76503770325894,43.25961842433114,-79.76524797850743,43.259847001433975,-79.76544636189995,43.26003072302299,-79.76572801877724,43.26024541139249,-79.76595217972985,43.260471165874364,-79.76616915033956,43.26069279909879,-79.76638042495091,43.26092640957317,-79.7666299195083,43.26112903851718,-79.7668157713219,43.26135547300839,-79.76701813662658,43.261596861625954,-79.76719273584371,43.26179456230608,-79.76743038944308,43.262043429333346,-79.76759111027161,43.26226399024396,-79.76780438336519,43.262474885787384,-79.76803559512295,43.26268573154714,-79.76826691302179,43.2629112028501,-79.76847106276301,43.26313181517499,-79.76868424208516,43.26324863805734,-79.76877873474773,43.26336546086379,-79.76887322776845,43.263582816312145,-79.76909245425875,43.26369889895628,-79.76918009529234,43.26389978309797,-79.76942947850512,43.264135832908124,-79.76961371897039,43.2643660390098,-79.76980889690405,43.264502997719056,-79.77019938157385",1,2,,,,151,Settlers,Park
Sheaffe Street,4,"43.26426098386223,-79.87224698066711,43.26394066056641,-79.8711097240448,43.263253131703735,-79.86873865127563",0,3,,,,152,"Veterans,Heritage",Street
Sinclairville Road,4,"43.04971358854305,-79.7658920288086,43.05609519744145,-79.76874589920044,43.05661259608638,-79.76876735687256,43.05709863326098,-79.76866006851196,43.05929359187061,-79.76793050765991,43.059999097594215,-79.7678017616272,43.0609554368368,-79.76795196533202,43.06241343353224,-79.76816654205322,43.063118903356795,-79.76808071136475,43.070580709298525,-79.76499080657958",0,3,,,,153,,Street
Solidarnosc Place,4,"43.25542022358425,-79.83535319566727,43.255383107655966,-79.83529955148697,43.255150644222056,-79.83452171087265,43.25514087683147,-79.8344412446022,43.25516236508871,-79.83437687158585",0,3,,,,154,,Street
Southam Neighbourhood,4,"43.23885645867712,-79.88268613815308,43.24492137460853,-79.8802399635315,43.24506204848348,-79.87436056137085,43.23763715011427,-79.8777937889099,43.23885645867712,-79.88268613815308",0,3,,,,155,Settlers,"Business,Writers"
Southcote Road,4,"43.18865706252397,-79.95240211486816,43.21656114254328,-79.96081352233887,43.21875038451843,-79.96055603027344,43.219500963672765,-79.9610710144043",0,3,,,,156,,Settlers
Stanley Avenue,4,"43.252876753420736,-79.8920202255249,43.25393947584073,-79.89618301391602,43.25162646800765,-79.88734245300292,43.25268921224506,-79.89199876785278,43.25057933422427,-79.88234281539917,43.251704611597944,-79.8871922492981",0,3,,,,157,,Settlers
Studholme Road,4,"43.25266576955753,-79.89972352981567,43.2520171849565,-79.90139722824097,43.25164209673373,-79.90244865417479,43.25139985102882,-79.90354299545288,43.25136077905068,-79.90505576133728,43.251376407844944,-79.90640759468079,43.25127482061057,-79.90674018859862,43.25107164563348,-79.90681529045105,43.250298011632324,-79.90684747695923",0,3,,,,158,,Politicians
Summers Lane,4,"43.2561195615834,-79.8725688457489,43.257502586269226,-79.87197875976562",0,3,,,,159,,Artists
A.M. Cunningham Elementary School,-1,"43.23685748329253,-79.81529831886292,43.23753358592303,-79.81504082679749,43.23746910246976,-79.81475919485092,43.23679495319051,-79.8150274157524,43.23685748329253,-79.81529831886292",1,2,,,,160,Education,School
 A.N. Bourns Science Building,-1,"43.26040136659695,-79.9224203824997,43.26033495403713,-79.9224203824997,43.26034276728323,-79.92267787456512,43.2606162302648,-79.92267787456512,43.260620136869946,-79.92246329784393,43.26058497741478,-79.92246329784393,43.260588884021935,-79.92203414440155,43.260678735916734,-79.92205023765564,43.260674829315356,-79.92208778858183,43.26098345005083,-79.92209851741791,43.260991263213704,-79.92185711860657,43.2607334283095,-79.9218463897705,43.26074514810156,-79.92132604122162,43.26080765362113,-79.92132604122162,43.26081156021395,-79.92109000682831,43.26032323416611,-79.92108464241028,43.260315420917514,-79.92130994796753,43.26035448715048,-79.92130994796753,43.26035448715048,-79.92137968540192,43.26028416791309,-79.92137432098389,43.26027635465946,-79.92163181304932,43.26017478227125,-79.92162644863127,43.26016306236942,-79.92207705974579,43.260315420917514,-79.92209851741791,43.26033495403713,-79.92184102535248,43.26040136659695,-79.92184102535248,43.26040136659695,-79.9224203824997",1,2,,,,161,"Science,Education",School
Adelaide Hoodless School,-1,"43.2463007460802,-79.83715295791626,43.24558566505193,-79.83752310276031,43.245515328759645,-79.83728170394897,43.24540200900679,-79.8373407125473,43.24531213457018,-79.83704030513763,43.24558566505193,-79.83690619468689,43.245652093697835,-79.83716905117035,43.24621478049885,-79.83685255050659,43.2463007460802,-79.83715295791626",1,2,,,,162,Education,School
Billy Green Elementary School,-1,"43.20119905418779,-79.79608297348022,43.201437589072945,-79.79607224464415,43.20144149947312,-79.79594349861145,43.20169176456354,-79.79595422744751,43.20169567494744,-79.79553043842316,43.20139457465438,-79.79552507400513,43.201386753847736,-79.79524075984955,43.20119514377204,-79.79526221752167,43.20119905418779,-79.79608297348022",1,2,,,,163,"Veterans,Settlers",School
Buchanan Park School,-1,"43.235690895508185,-79.88935947418213,43.23579641693001,-79.88919854164124,43.23528834914692,-79.88853335380554,43.23484671755571,-79.88878011703491,43.23489752489285,-79.88898396492004,43.235135927985965,-79.88887667655945,43.235354789020846,-79.8889571428299,43.235690895508185,-79.88935947418213",1,2,,,,164,"Settlers,Politicians",School
Dr. J. Edgar Davey school,-1,"43.25728380479463,-79.8613303899765,43.25745961139875,-79.86123919487,43.257424450118535,-79.8610782623291,43.25794014686018,-79.86086368560791,43.257834663791066,-79.86036479473114,43.25712753183151,-79.86065447330475,43.25728380479463,-79.8613303899765",1,2,,,,165,Education,School
J. L. Grightmire Arena,-1,"43.2658508562523,-79.96333479881287,43.265639917341495,-79.96298611164093,43.265776637089246,-79.96284663677216,43.26598366926557,-79.96318995952606",1,2,,grightmireArena.jpg,,166,Politicians,Arena
The Gary Proctor Building,-1,"43.25866680303761,-79.86514985561371,43.258780098111785,-79.8651123046875,43.25872540396436,-79.8649138212204,43.25861210878842,-79.86498355865477,43.25866680303761,-79.86514985561371",1,2,,garyProctor.jpg,,167,Business,Building
The Jimmy Thompson Pool,-1,"43.24925085500894,-79.83050107955933,43.249598606779756,-79.83036160469055,43.24951655317009,-79.8299914598465,43.24916098625097,-79.83014702796936,43.24925085500894,-79.83050107955933",1,2,,jimmyThompsonPool.jpg,,168,Sports,Building
Bishop Tonnos apartment,-1,"43.26017478227125,-79.88089442253113,43.260838906356824,-79.88071203231812,43.26080765362113,-79.88043308258055,43.260127902650325,-79.88062620162964,43.26017478227125,-79.88089442253113",1,2,,tonnos.jpg,,169,Religious,Building
Brian Timmis Stadium,-1,"43.25100131567582,-79.83067274093628,43.25132952145013,-79.8311448097229,43.252032813582304,-79.83084440231323,43.251610839277554,-79.82904195785522,43.250719995032966,-79.82942819595337,43.25100131567582,-79.83067274093628",1,2,,timmisStadium.jpg,,170,Sports,Park
The John Weir Foote V.C. Armouries,-1,"43.26123737733097,-79.86693620681761,43.26218275881634,-79.86652851104736,43.261924928957995,-79.8654556274414,43.26097954346902,-79.86585259437561,43.26123737733097,-79.86693620681761",1,2,,foote.jpg,,171,Veterans,Building
Mark Preece Family House,-1,"43.26217885231147,-79.8576208949089,43.2623507382881,-79.85754579305649,43.262239403108616,-79.85714882612228,43.26207923635288,-79.85723197460175,43.26217885231147,-79.8576208949089",1,2,,foote.jpg,,172,Science,Building
The John Sopinka Courthouse,-1,"43.25499436578448,-79.86789107322693,43.255345991705035,-79.86774623394012,43.25524050414205,-79.8672741651535,43.25566636022053,-79.86710786819458,43.25559603556883,-79.86680209636688,43.25483027299339,-79.86711323261261,43.25499436578448,-79.86789107322693",1,2,,sopinka.jpg,,173,"Sports,Law",Building
Clappison’s Corner,-1,"43.31144727351531,-79.91875648498535,43.312173290825186,-79.91793036460876,43.313039816261124,-79.9190890789032,43.31322717148763,-79.91883158683777,43.312391874983255,-79.91767287254333,43.313039816261124,-79.91690039634705,43.31288368646444,-79.9166750907898,43.312220130353815,-79.91743683815002,43.31160340700213,-79.9165892601013,43.31138482000825,-79.91684675216675,43.31200154557805,-79.91769433021545,43.31127552621652,-79.91852045059204,43.31144727351531,-79.91875648498535",1,2,,clappisons.jpg,,174,Business,Street
R.L. Hyslop School,-1,"43.21530229281617,-79.75972294807434,43.215505587078155,-79.75961565971375,43.21531793086036,-79.75895047187805,43.215122455019426,-79.75905776023865,43.21530229281617,-79.75972294807434",1,2,,hyslop.jpg,,175,Education,School
Ray Lowes Side Trail,-1,"43.28534392451347,-79.92798328399658,43.28612492315103,-79.92804765701294,43.28621864231371,-79.92772579193115,43.28681219365768,-79.9275541305542,43.28760879293779,-79.92761850357056,43.288655289862575,-79.92716789245605,43.28970176878268,-79.92811203002928,43.28963929293461,-79.9284553527832,43.2899048148457,-79.92954969406128,43.29010786023088,-79.92989301681519,43.29070137362414,-79.93008613586424,43.291513540461025,-79.92959260940552,43.29262244305171,-79.9293565750122,43.29316907773369,-79.92952823638916,43.29348143820311,-79.92985010147095,43.29363761783619,-79.93094444274902,43.29394997589908,-79.93145942687988,43.29487142283717,-79.9320602416992",1,3,,rayLowes.jpg,,176,Naturalist,Street
Irving Zucker Sculpture Garden,-1,"43.25690874900935,-79.87268686294556,43.2566665242536,-79.87279415130615,43.25658838703007,-79.87241864204407,43.25683061209664,-79.87232208251953,43.25690874900935,-79.87268686294556",1,2,,sopinka.jpg,,177,"Business,Radio",Park
Pauline Johnson Elementary School,-1,"43.21938759553871,-79.87105071544647,43.22001698148166,-79.87082004547119,43.219915341955584,-79.87037479877472,43.219293773475286,-79.87061083316803,43.21938759553871,-79.87105071544647",1,2,,sopinka.jpg,,178,Writers,School
Dr. John Seaton Elementary School,-1,"43.328221522720284,-80.20083904266357,43.328877099651756,-80.20101070404053,43.329001970646,-80.2003026008606,43.32833078603357,-80.20013093948364,43.328221522720284,-80.20083904266357",1,2,,sopinka.jpg,,179,"Education,Veterans",School
R.A. Riddell Elementary School,-1,"43.22129137038915,-79.91008758544922,43.2214946446841,-79.91093516349792,43.22237028005287,-79.9106240272522,43.22215919053408,-79.90967988967894,43.22129137038915,-79.91008758544922",1,2,,sopinka.jpg,,180,Education,School
George R. Robinson Bandshell,-1,"43.241416145671245,-79.83063519001007,43.241646707617186,-79.83024895191193,43.241201214257885,-79.8302435874939,43.241416145671245,-79.83063519001007",1,2,,sopinka.jpg,,181,"Veterans,Artists",Park
Wilcox Street,0,"43.26444067668047,-79.82726097106934,43.26959685329978,-79.82511520385742",1,3,,,,182,Business,Street
Witherspoon Street,0,"43.27145609469072,-79.96675729751587,43.27172169596734,-79.96646761894226,43.27175294310015,-79.96632814407349,43.27163576626939,-79.96594190597534,43.271159244833434,-79.96487975120544,43.27041711385579,-79.96328115463255,43.27014369489872,-79.9620795249939",1,3,,,,183,Settlers,Street
Yeoville Neighbourhood,0,"43.2300393702041,-79.88639831542969,43.219907523523496,-79.89064693450928,43.21875038451843,-79.88584041595459,43.22881988521615,-79.8817205429077,43.2300393702041,-79.88639831542969",1,3,,,,184,Veterans,Neighbourhood
